Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Ryan Talbot,7535,10.67,6.49,14.93,1.86,47.94,14.75,42.38,4.3,50.4,04:46.7
2,Andreas Hantson,7383,11.29,7.16,13,2.04,50.28,16.05,38.19,4.5,50.75,04:35.3
3,Quinn Lansill,7116,11.11,6.64,12.86,1.86,49.25,15.05,38.26,4.1,47.48,04:37.5
4,Matthias Algarin,7064,10.67,7.26,12.09,1.8,50.26,14.85,37.28,4.5,41.06,05:07.6
5,Sal Capaldo,6967,10.75,6.97,11.27,1.92,50.29,14.46,36.7,4,41.91,05:02.1
6,Garrett Messer,6956,10.95,6.7,14.28,1.83,49.88,15.35,41.97,3.7,43.04,04:54.9
7,Kolby Heinerikson,6949,11.33,6.86,12.8,1.8,51.72,15.47,37.99,4.5,48.5,04:50.5
8,Logan Sandlin,6854,11.17,6.92,12.15,1.74,50.4,15.65,30.35,4.6,42.89,04:32.4
