Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Zach Ziemek,7659,10.81,7.28,12.86,2,51.12,14.85,43.2,4.9,51.3,04:59.5
2,Kurt Schneider,7431,11.32,7.08,12.72,2.09,51.31,15.08,45.35,4.2,51.2,04:49.4
3,Robert Cardina,7169,11.06,6.87,11.97,2,50.15,14.91,38.97,4.1,56.14,05:11.8
4,Charlie Foss,6963,11.14,7.01,12.49,1.91,52.55,15.26,36.63,4.2,55.17,05:09.7
5,Corey Hammon,6814,11.34,6.54,12.13,1.85,51.13,15.16,36.36,4.6,45.89,05:04.4
6,Dylan Anderson,6807,11.37,6.9,11.93,1.88,52.75,15.34,34.33,4.6,43.18,04:51.4
7,George Wayda,6779,11.76,6.46,12.32,1.85,53.17,15.58,38.6,4.4,55.45,04:52.4
8,Jack Eckert,6759,11.86,6.21,11.7,1.85,51.62,15.93,36.47,4.4,53.77,04:30.9
