Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Ayden Owens,8238,10.4,7.47,14.41,1.85,46.78,13.98,39.91,4.7,55.71,04:23.6
2,Will Daniels,7864,10.61,7.56,14.13,2.12,50.45,14.45,39.93,4.6,53.99,05:10.3
3,Austin West,7805,10.66,7.48,13.76,1.85,47.05,14.84,42.37,4,55.12,04:31.8
4,Isaiah Martin,7708,11.04,7.24,13.26,1.94,49.34,14.59,41.45,4.2,62.27,04:41.8
5,Heath Baldwin,7611,11.24,6.93,13.29,2.09,51.24,14.45,34.79,4.4,62.83,04:38.8
6,Teddy Frid,7482,11.15,6.75,12.9,1.97,50.23,14.61,40.6,4.6,48.99,04:33.5
7,Wade Walder,7421,11.07,6.49,13.26,1.79,50.09,15.21,42.43,4.9,56.93,04:43.4
8,Mason Mahacek,7388,11.03,6.9,11.06,2.06,49.31,15.78,37.7,4.8,43.32,04:25.6
