Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Nick Guerrant,7569,11.11,6.88,13.54,2,49.52,14.9,40.91,4.5,54.82,04:45.9
2,Sawyer Smith,7496,11.03,7.15,13.79,1.97,49.58,16.07,40.71,4.6,56.12,04:54.3
3,Teddy Frid,7402,11.16,6.84,12.78,1.94,49.72,14.69,37.07,4.8,44.77,04:34.3
4,Zachary Lorbeck,7341,10.91,7.38,14.34,2.09,51.56,15.24,36.94,4.4,44.42,05:08.1
5,Trent Nytes,7298,11.15,7.1,12.7,1.97,49.74,14.83,38.11,4.2,53.63,04:58.3
6,Cale Wagner,7102,11.17,7.22,13.48,1.94,52.08,15.85,36.61,4.1,55.42,04:55.5
7,Paul Afflitto,6969,10.98,7.01,12.55,1.85,50.1,15.64,37.15,4.3,50.01,05:11.4
8,Zach Podraza,6850,11.49,6.31,12.01,1.94,51.7,15.5,39.81,4.3,56.47,05:09.1
