Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Nick Guerrant,7717,10.95,7.12,13.87,1.97,48.7,14.91,40.45,4.7,51.37,04:41.7
2,Jack Lint,7543,11.13,7.03,13.16,1.88,49.03,14.7,39.27,4.7,54.16,04:44.6
3,Noah Swaby,7411,11.2,6.97,13.75,1.88,50.8,15.15,38.27,4.3,59.41,04:35.5
4,Isaiah Martin,7346,11.15,7.12,12.44,1.85,49.18,15.03,40.38,4.2,57.44,04:47.9
5,Trent Nytes,7261,11.08,6.91,13.23,2.06,49.69,15.18,37.08,4.4,41.04,04:47.1
6,Zach Podraza,7106,11.46,6.99,11.4,1.88,50.89,15.66,37.1,4.7,57.53,04:53.8
7,Jared Seay,7010,10.9,7.16,13.64,2.09,50.27,14.58,39.44,4.3,34.45,06:00.5
8,Zachary Lorbeck,6928,10.83,6.91,14.06,2,51.73,15.33,34.03,4.1,38.89,05:03.5
