Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Till Steinforth,8064,10.66,7.75,14.09,1.9,48.06,14.16,39.25,5,53.2,04:48.9
2,Ryan Talbot,7786,10.72,6.63,14.01,1.87,47.87,14.85,46.93,4.5,58.18,04:43.5
3,Aiden Ouimet,7679,11.25,7,13.86,1.93,49.29,14.59,39.98,4.6,58.91,04:40.7
4,Mason Mahacek,7560,10.83,6.76,12.43,2.05,49.38,15.42,40.59,4.9,44.56,04:34.9
5,Leo Uusimaki,7365,10.88,6.83,12.07,1.78,49.09,14.39,35.52,5.1,47.6,04:47.8
6,Cade Amborn,7304,11.37,7.17,14.1,1.96,52.08,14.84,39.92,4.6,53.3,05:12.9
7,Quinn Lansill,7204,11.22,6.8,12.9,1.93,49.34,14.96,37.61,4,49.19,04:34.6
8,Kolby Heinerikson,6980,11.46,6.46,11.28,1.87,51.24,15.55,39.7,4.7,47.86,04:36.2
