Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Steele Wasik,7588,10.81,7.07,13.75,1.96,51.49,14.44,40.29,4.38,60.5,04:58.2
2,Aaron Booth,7508,11.04,7.13,13.11,1.93,51.6,15.64,43.3,4.38,59.15,04:37.1
3,Clark Griffith,6821,11.17,7.04,11.3,1.84,51.24,14.95,34.12,4.18,48.66,05:01.2
4,Steven Jazdyk,6801,10.69,7.07,11.26,1.84,55.17,14.79,32.48,4.58,49.87,05:17.0
5,Simone Fassina,6638,11.56,6.61,13,1.81,52.51,15.46,40.46,4.28,44.2,05:10.5
6,Max Estill,6328,10.99,6.54,10.58,1.9,52.38,16.59,32.04,3.88,46.04,05:05.5
7,Antuane Dennard,6213,11.25,6.23,12.02,1.93,50.18,15.66,34.69,3.48,17.04,04:38.7
8,Mace Metcalf,6192,11.75,6.15,11.62,1.66,54.46,15.72,41.75,4.48,44.47,05:23.8
