Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Isaac Murphy,7642,10.7,7.3,13.38,1.9,48.15,15.16,40.08,4.76,45.85,04:43.0
2,Tomas Kirielius,7508,11.21,6.82,13.68,2.05,49.96,15.14,41.51,4.26,62.3,05:00.7
3,Devin Dick,7425,11.45,6.72,12.8,2.05,50.75,14.82,39.09,4.76,50.16,04:39.4
4,Kenny Greaves,7198,11.57,6.67,12.54,1.9,49.51,15.62,34.42,5.06,49.09,04:36.6
5,Ethan Wilkins,7047,11.15,6.97,11.83,1.93,49.29,14.55,33.13,3.76,49.41,04:42.1
7,Jamal Currica,6924,10.88,6.75,11.51,1.96,49.28,14.47,29.47,4.36,38.73,04:57.0
8,Henry Vildosola,6789,11.68,6.87,11.82,1.9,51.67,15.97,36.91,4.26,45.74,04:38.8
