Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Kristo Simulask,7769,10.87,7.12,14.65,1.93,49.26,14.86,42.31,4.66,51.61,04:39.7
2,Joseph Keys,7697,11.07,7.02,13.03,1.9,49.73,14.71,43.25,4.76,53.11,04:31.2
3,Alexander Jung,7671,10.96,6.77,13.31,1.93,49.44,14.5,42.99,4.96,48.81,04:41.9
4,Tayton Klein,7620,10.48,7.63,11.46,1.9,47.59,14.71,30.67,4.56,52.04,04:37.6
5,Emil Uhlin,7539,11.16,6.99,12.27,2.02,49.22,14.97,36.83,4.76,46.16,04:23.9
6,Philip Frank,7450,10.65,7.25,12.25,1.96,49.5,14.78,39.72,4.16,42.78,04:32.4
7,Thai Thompson,7376,10.73,7.28,11.16,1.9,48.36,15.15,34.8,4.46,45.39,04:29.1
8,Nikolaj Groenbech,7167,11.48,6.71,11.96,1.84,50.46,15.36,38.86,4.66,62,04:56.1
