Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Lindon Victor,8539,10.64,7.35,15.18,2.05,48.74,14.45,55.22,4.7,68.97,04:55.9
2,Karl Saluri,7948,10.5,7.44,14.15,1.84,47.59,15.06,41.29,4.8,58.16,04:47.6
3,Markus Leemet,7720,10.75,7.16,14.18,1.9,48.36,14.91,35.89,4.5,59.03,04:39.9
4,Derek Jacobus,7635,10.77,7.29,12.85,1.93,48.34,15.48,40.41,4.7,47.52,04:34.8
5,Gabe Moore,7546,11.01,6.93,14.27,1.9,49.52,15.14,43.83,4.3,57.55,04:50.5
6,Brad Culp,7279,11.2,6.64,13.81,1.9,51.1,14.98,38.06,4.9,50.36,04:55.5
7,Lane Austell,7179,11.05,6.58,11.77,1.84,50.59,14.82,37.18,4.6,52.55,04:40.3
8,JaQuarius Wilson,7177,11.25,6.85,11.48,1.93,51.13,14.67,40.98,4.3,45.92,04:35.2
