Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Gray Horn,7652,10.77,7.65m,12.58m,1.94m,50.48,14.5,38.05m,4.65m,48.88m,04:41.3
2,Cory Holman,7500,10.58,7.34m,12.45m,2.12m,51.13,13.99,36.49m,4.35m,47.36m,05:10.7
3,Jager Livingston,7160,11.44,6.52m,11.85m,1.91m,50.84,15.23,35.93m,4.45m,53.96m,04:21.7
4,Scott Pierce,7056,11.21,6.97m,12.11m,1.91m,49.06,15.37,34.30m,3.75m,43.91m,04:16.1
5,Eddie Stoudemire,6858,10.88,6.82m,12.48m,1.85m,49.71,14.75,37.28m,3.25m,45.82m,04:47.9
6,Tevarus Christian,6840,10.79,7.07m,11.87m,1.94m,49.35,15.8,32.23m,4.05m,38.61m,04:54.3
7,Michael Hughes,6794,11.01,6.50m,13.03m,1.67m,50.44,16.34,35.15m,4.55m,50.50m,04:49.4
8,Terry Prentice,6650,10.97,7.52m,12.02m,1.97m,50.64,14.67,38.08m,NH,44.46m,04:44.7
