Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Kevin Lazas,7778,11.14,7.55,14.51,1.93,52.03,15.14,39.48,5.15,57.63,04:47.9
2,Terry Prentice,7585,11.17,7.54,13.17,2.05,49.83,14.97,38.39,4.35,50.41,04:41.5
3,Gunnar Nixon,7544,11.23,7.31,13.37,2.05,48.98,15.52,32.14,4.35,56.86,04:30.4
4,Michael Ayers,7416,11.05,7.13,13.35,1.99,50.45,15.65,37.77,4.85,53.13,05:01.3
5,Cory Holman,7196,10.93,7.27,12.56,2.05,50.25,14.41,33.88,4.25,44.36,05:12.1
6,Auston Chen,6709,10.91,7.34,13.55,1.66,49.68,16.68,42.13,3.85,43.13,05:18.2
