Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Jack Turner,7935,10.56,7.39,13.11,1.98,47.35,14.51,43.93,4.6,50.76,04:49.5
2,Yariel Soto Torrado,7803,10.74,7.05,13.57,1.92,47.69,15.4,38.96,4.8,55.13,04:30.4
3,Micheal May,7559,10.85,6.99,13.34,1.92,49.13,14.69,37.69,4.5,48.23,04:28.7
4,Landon Helms,7309,10.75,6.83,11.57,1.74,49.8,14.6,41.42,4.7,47.18,04:40.2
5,Blake Harris,7280,10.55,6.9,12.7,1.86,48.3,14.29,35.38,3.8,50.45,04:46.7
6,John Landers,6725,11.21,6.5,10.7,1.83,49.93,16.3,32.94,4.6,41.83,04:31.7
7,Lewis Barber,6651,11.28,6.6,11.75,1.83,51.67,15.81,28.72,4.3,47.1,04:35.6
