Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Kyle Garland,8589,10.57,7.87,15.65,2.1,47.89,13.66,46.76,5,53.43,04:54.6
2,Marcus Weaver,7910,11.46,6.96,15.05,2.04,51.26,14.8,44.87,4.5,65.65,04:31.6
3,Peyton Bair,7903,10.6,7.45,13.85,1.95,47.95,13.99,37.13,4.6,48.57,04:36.7
4,John Murray,7760,10.87,7.47,15.34,1.95,50.32,15.04,40.84,4.3,63.63,05:01.3
5,Daniel Spejcher,7627,11.04,6.76,15.21,1.92,49.91,14.33,36.63,4.8,53.23,04:44.7
6,Micheal May,7280,11,7.11,12.35,1.89,50.23,14.58,33.81,4.2,48.3,04:27.0
7,Peyton Davis,7264,11.6,6.99,12.01,1.92,50.78,15.29,37.46,4.3,58.41,04:27.6
8,Blake Harris,7231,10.65,7.25,11.77,1.95,48.89,14.49,35.01,3.5,49.04,04:41.8
