Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Mateo Sossah,7773,11.45,7.06m,13.66m,2.06m,49.54,14.58,41.91m,4.40m,51.31m,04:16.5
2,Miller Moss,7706,10.86,6.92m,13.81m,2.00m,47.85,14.38,35.01m,4.60m,49.19m,04:32.8
3,Curtis Beach,7543,10.88,7.06m,11.82m,2.03m,47.72,15.13,37.46m,4.50m,38.72m,04:14.8
4,Chad Pierce,6346,11.74,6.16m,10.02m,1.91m,53.03,15.48,28.98m,4.70m,42.77m,04:54.0
6,Scott Campbell,5891,11.17,6.52m,9.38m,1.67m,51.08,16.08,28.46m,3.70m,34.97m,04:58.2
7,Collin Lomagistro,5463,11.63,5.97m,9.81m,1.67m,51.52,16.12,25.33m,3.40m,32.81m,05:05.2
