Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Gonzalo Barroilhet,8065,10.99,6.96m,14.34m,2.06m,50.84,14.14,45.22m,5.30m,54.70m,04:49.2
2,Curtis Beach,7764,10.9,7.56m,11.41m,1.88m,46.96,14.59,37.66m,4.60m,47.88m,04:15.8
3,Kyle Cranston,7031,11.25,6.55m,13.07m,1.82m,50.32,15.45,36.96m,4.00m,60.31m,04:46.3
4,Alex Hill,6902,11.19,6.94m,12.65m,1.88m,51.39,15.45,35.83m,3.90m,52.57m,04:53.6
5,Joe Hutchinson,6737,11.12,6.48m,12.90m,1.94m,49.94,15.04,32.82m,4.00m,39.97m,05:00.0
6,Ian Rock,6585,11.37,6.49m,11.02m,1.88m,50.04,17.44,30.62m,4.50m,50.38m,04:45.8
7,Chad Pierce,6370,11.7,6.05m,10.03m,1.91m,52.79,15.7,31.66m,4.60m,43.37m,04:50.5
8,Scott Campbell,6268,11.01,6.72m,9.34m,1.73m,51.05,15.81,32.15m,3.80m,40.53m,04:51.9
