Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Mateo Sossah,7667,11.43,7.02m,13.09m,2.02m,49.36,14.84,45.45m,4.55m,53.78m,04:40.4
2,Miller Moss,7628,10.7,6.99m,13.00m,1.93m,47.51,14.42,35.73m,4.75m,46.64m,04:40.7
3,Daniel Keller,7378,11.56,6.48m,13.19m,2.02m,51.07,15.21,38.98m,4.85m,53.69m,04:36.6
4,Alex Hill,6553,11.1,6.41m,11.65m,1.81m,49.73,15.62,34.01m,3.45m,47.65m,04:45.3
5,Matthew Villemain,6551,11.71,6.33m,10.18m,1.96m,50.76,15.73,34.55m,4.15m,36.98m,04:27.0
6,Chad Pierce,6012,11.94,5.81m,9.38m,1.84m,52.1,15.53,25.79m,4.55m,36.72m,04:47.3
7,Gerard Moorman,5680,11.31,6.27m,9.48m,1.87m,51.83,16.88,24.61m,3.65m,37.93m,05:22.5
