Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Eric Fox,7273,11.37,6.35m,13.62m,1.97m,52.21,15.6,39.32m,5.00m,55.20m,04:48.7
2,Andreas Christodoulou,7271,11.35,7.19m,12.19m,1.94m,51.47,14.84,37.10m,4.40m,58.16m,04:53.6
3,Joe Delgado,6862,10.96,6.66m,13.53m,1.97m,48.77,15.16,41.08m,NH,49.84m,04:20.7
4,Jacob Sobota,6825,11.01,6.80m,12.31m,1.67m,49.35,15.18,37.02m,4.50m,39.43m,04:55.8
5,Grant Rivers,6564,11.85,6.43m,11.77m,1.94m,55.06,15.44,38.51m,4.30m,52.46m,05:09.6
6,Christian Friis,6498,11.41,6.52m,13.11m,1.76m,55.51,14.9,38.73m,3.90m,50.44m,05:11.7
