Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Alexandros Spyridonidis,7426,10.98,7.05,13.29,1.97,50.54,15.16,38.44,4.9,50.86,05:03.4
2,Harry Maslen,7343,11.06,7.39,11.85,1.88,51.89,15.17,40.97,4.7,50.3,04:46.5
3,Trpimir Siroki,7192,11.14,7.5,11.94,2.09,53.4,16.46,35.43,4.6,55.18,04:59.5
4,Johnathon Harper,7144,10.81,6.94,12.63,1.88,50.42,15.01,31.26,4.6,44.72,04:42.0
5,Connor Guinn,6954,11.26,6.96,12.15,1.97,52.43,15.34,39.34,4.2,47.97,05:00.7
6,Kyle Lawson,6923,11.43,6.75,12.06,1.82,52.48,14.75,36.38,4.3,56.3,04:55.1
7,Braydon Maier,6854,11.33,6.7,11.35,1.85,52.53,15.14,36.57,4.4,47.27,04:40.6
8,Dragan Pesic,6792,11.63,6.08,13.61,1.76,52.17,15.43,39.76,4.1,51.14,04:30.5
