Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,J. Patrick Smith,7366,10.84,7.08,11.76,1.95,49.08,15.1,38.94,4.4,48.39,04:44.5
2,Darius Walker,7185,10.72,6.88,13.18,1.89,48.94,14.52,39.87,4.2,47.25,05:22.3
3,Justin Balczak,7072,11.3,6.57,12.91,2.04,50.33,14.54,39.43,3.8,53.21,05:09.5
4,John Brunk,7049,11.03,6.84,9.96,1.92,48.12,16.49,37.72,4.4,47.01,04:32.2
5,Nick Lebron,6929,11.41,6.76,11.96,1.98,50.47,15.13,35.38,4,46.56,04:43.4
6,Tandy Juell,6777,11.08,6.61,12.2,1.77,51.31,16.52,35.75,4.5,52.61,04:54.2
7,Alex Harrison,6677,11.54,6.07,13.33,1.74,52.14,15.57,40.37,4.1,58.89,05:05.5
8,Dan Johnson,6642,11.69,6.04,11.24,1.98,50.75,15.69,33.07,3.9,54.42,04:41.3
