Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Brent Vogel,7462,11.34,6.92,11.74,1.97,49.17,14.95,39.24,4.3,54.82,04:22.5
2,Brad Gamble,7177,10.72,6.79,11.62,2.03,49.48,14.6,31.17,4.5,41.44,04:48.7
3,Tony Granillo,6832,11.41,6.29,12.72,1.88,51.68,15.66,33.18,4.2,56.16,04:41.1
4,Tyler Grob,6685,11.16,5.94,12.5,1.79,51.31,15.59,38.33,4.5,41.09,04:45.5
5,Talor Fulfer,6551,11.72,6.3,12.41,1.88,54.49,16.35,40.22,4,59.58,05:04.6
6,Dan Snyder,6530,11.43,6.18,11.7,1.79,54.1,15.43,34.96,4.5,53.98,05:05.9
7,Tandy Juell,6485,11.15,6.19,11.97,1.76,52.1,17.47,37.05,4.3,51,04:48.8
8,Chris Ammann,6403,11.31,6.6,10.98,2.03,53.42,15.38,33.4,3.2,44,04:51.8
