Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Florian Obst,8005,10.73,7.23,15.25,1.89,48.4,14.72,44.08,4.75,58.11,04:46.6
2,Andrew Mudd,7314,11.26,6.73,12.63,1.95,49.25,15.05,39.37,4.35,48.78,04:32.8
3,Harry Maslen,7311,11.23,7.11,11.81,1.89,49.53,15.09,37.31,4.55,48.81,04:32.3
4,Dragan Pesic,7236,11.88,6.64,13.62,1.89,51.15,16.45,42.58,4.25,63.14,04:23.6
5,Kodiak Landis,7207,11.03,7.23,11.88,1.74,47.78,15.4,36.68,4.65,42.34,04:35.4
6,Jared Page,7051,10.99,6.76,12,1.8,48.71,15.12,29.8,4.45,49.16,04:36.1
7,Johnathon Harper,7044,11.06,6.76,12.66,1.83,48.94,15.57,36,4.55,43.81,04:46.9
8,John Braga,6943,11.21,6.84,12.01,1.95,50.67,15.98,32.94,4.15,50.4,04:38.1
