Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Elvis Kryukov,7574,10.75,6.98,14.01,1.93,50.11,14.39,44.25,4.25,50.59,04:51.8
2,Johnathon Harper,7360,10.81,7.07,13.61,1.84,49.03,14.37,32.16,4.55,47.47,04:46.2
3,Niklas Klei,7303,10.84,6.97,11.94,1.93,47.98,15.78,37.4,4.25,53.4,04:45.0
4,Jakob Tordsen,7243,11.25,6.76,12.93,1.99,50.95,15.26,36.93,4.35,55.58,04:45.8
5,Nolan Churchman,7192,10.68,6.99,11.75,1.96,47.87,15.56,35.2,4.15,47.22,04:50.2
6,Lincoln Krog,7132,11.14,7.1,13.18,1.78,50.59,15.51,37.58,4.25,53.09,04:43.0
7,Philip Stomne,7057,11,6.52,10.38,1.84,49.46,15,34.48,4.35,53.44,04:32.8
8,Brett Lombardi,7051,11.19,6.58,10.25,1.87,52.55,14.84,37.61,4.55,53.18,04:32.1
