Final Place,Athlete,POINTS,100m,LJ,SP,HJ,400m,110mH,DT,PV,JT,1500m
1,Elvis Kryukov,7678,10.82,7.29,13.58,1.95,49.42,14.49,45.84,4.5,50.87,05:04.5
2,Aaron Worrell,7504,10.79,7.38,12.44,2.01,49.85,14.73,37.22,4.5,50.8,04:57.7
3,Hunter Jones,7394,11.51,6.84,12.47,2.07,50.38,15.08,40.4,4.8,54.84,05:02.6
4,Stefan Jungmichel,7280,11.34,6.96,13.16,1.92,50.77,15.39,41.35,4.4,49.32,04:37.2
5,Dawson Heide,7241,10.74,7.57,12.19,1.95,49.39,14.47,33.88,3.9,49.43,05:06.1
6,Nolan Churchman,7221,10.75,7.17,12.06,1.92,47.92,15.46,34.95,4.3,45.96,04:51.9
7,Gerard Bryant,7187,11.11,6.55,12.97,1.89,50.38,15.34,39.31,4.2,58,04:47.4
8,Ryan Brenner,7155,11.27,6.57,13.62,1.92,49.22,15.48,39.62,4.2,54.88,04:58.0
